"region";"nivå";"kjønn";"år";"statistikkvariabel";"09429: Personer 16 år og over, etter region, nivå, kjønn, år og statistikkvariabel"
"1133 Hjelmeland";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";40
"1133 Hjelmeland";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";44
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";413
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";424
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";446
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";455
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";271
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";287
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";307
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";306
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";142
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";137
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";139
"1133 Hjelmeland";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";149
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";130
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";128
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";149
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";168
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";66
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";64
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";77
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";92
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";64
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";64
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";72
"1133 Hjelmeland";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";76
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";7
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";7
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";9
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";7
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";5
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";3
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";4
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";3
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";2
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";4
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";5
"1133 Hjelmeland";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";4
"1134 Suldal";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";3038
"1134 Suldal";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";3045
"1134 Suldal";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";3042
"1134 Suldal";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";3119
"1134 Suldal";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";1500
"1134 Suldal";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";1504
"1134 Suldal";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";1498
"1134 Suldal";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";1549
"1134 Suldal";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";1538
"1134 Suldal";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";1541
"1134 Suldal";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";1544
"1134 Suldal";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";1570
"1134 Suldal";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";703
"1134 Suldal";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";698
"1134 Suldal";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";680
"1134 Suldal";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";706
"1134 Suldal";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";317
"1134 Suldal";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";321
"1134 Suldal";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";312
"1134 Suldal";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";331
"1134 Suldal";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";386
"1134 Suldal";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";377
"1134 Suldal";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";368
"1134 Suldal";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";375
"1134 Suldal";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";1478
"1134 Suldal";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";1463
"1134 Suldal";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";1450
"1134 Suldal";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";1437
"1134 Suldal";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";668
"1134 Suldal";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";648
"1134 Suldal";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";629
"1134 Suldal";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";620
"1134 Suldal";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";810
"1134 Suldal";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";815
"1134 Suldal";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";821
"1134 Suldal";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";817
"1134 Suldal";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";97
"1134 Suldal";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";103
"1134 Suldal";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";104
"1134 Suldal";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";114
"1134 Suldal";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";36
"1134 Suldal";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";39
"1134 Suldal";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";40
"1134 Suldal";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";42
"1134 Suldal";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";61
"1134 Suldal";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";64
"1134 Suldal";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";64
"1134 Suldal";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";72
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";609
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";627
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";632
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";656
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";405
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";421
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";425
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";445
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";204
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";206
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";207
"1134 Suldal";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";211
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";137
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";144
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";163
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";194
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";67
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";70
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";86
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";107
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";70
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";74
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";77
"1134 Suldal";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";87
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";14
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";10
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";13
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";12
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";7
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";5
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";6
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";4
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";7
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";5
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";7
"1134 Suldal";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";8
"1135 Sauda";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";3727
"1135 Sauda";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";3715
"1135 Sauda";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";3708
"1135 Sauda";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";3729
"1135 Sauda";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";1864
"1135 Sauda";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";1866
"1135 Sauda";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";1851
"1135 Sauda";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";1868
"1135 Sauda";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";1863
"1135 Sauda";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";1849
"1135 Sauda";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";1857
"1135 Sauda";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";1861
"1135 Sauda";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";898
"1135 Sauda";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";894
"1135 Sauda";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";863
"1135 Sauda";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";860
"1135 Sauda";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";475
"1135 Sauda";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";484
"1135 Sauda";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";462
"1135 Sauda";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";466
"1135 Sauda";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";423
"1135 Sauda";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";410
"1135 Sauda";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";401
"1135 Sauda";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";394
"1135 Sauda";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";1785
"1135 Sauda";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";1749
"1135 Sauda";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";1762
"1135 Sauda";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";1742
"1135 Sauda";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";786
"1135 Sauda";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";755
"1135 Sauda";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";760
"1135 Sauda";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";749
"1135 Sauda";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";999
"1135 Sauda";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";994
"1135 Sauda";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";1002
"1135 Sauda";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";993
"1135 Sauda";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";144
"1135 Sauda";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";157
"1135 Sauda";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";157
"1135 Sauda";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";168
"1135 Sauda";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";37
"1135 Sauda";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";52
"1135 Sauda";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";51
"1135 Sauda";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";54
"1135 Sauda";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";107
"1135 Sauda";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";105
"1135 Sauda";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";106
"1135 Sauda";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";114
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";720
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";726
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";722
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";731
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";475
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";479
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";474
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";478
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";245
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";247
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";248
"1135 Sauda";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";253
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";167
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";179
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";195
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";220
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";84
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";90
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";99
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";117
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";83
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";89
"1135 Sauda";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";96
