"region";"nivå";"kjønn";"år";"statistikkvariabel";"09429: Personer 16 år og over, etter region, nivå, kjønn, år og statistikkvariabel"
"5434 Måsøy (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";582
"5434 Måsøy (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";556
"5434 Måsøy (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";548
"5434 Måsøy (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";551
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";427
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";393
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";374
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";382
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";174
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";168
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";150
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";150
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";253
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";225
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";224
"5434 Måsøy (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";232
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";386
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";367
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";369
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";350
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";168
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";159
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";163
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";150
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";218
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";208
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";206
"5434 Måsøy (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";200
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";37
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";45
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";44
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";39
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";8
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";12
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";11
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";11
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";29
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";33
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";33
"5434 Måsøy (2020-2023)";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";28
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";143
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";141
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";137
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";146
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";89
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";85
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";79
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";88
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";54
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";56
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";58
"5434 Måsøy (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";58
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";44
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";52
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";50
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";55
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";23
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";25
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";28
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";28
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";21
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";27
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";22
"5434 Måsøy (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";27
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";10
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";10
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";9
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";10
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";3
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";3
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";4
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";4
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";7
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";7
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";5
"5434 Måsøy (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";6
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";2663
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";2590
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";2561
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";2593
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";1221
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";1198
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";1182
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";1193
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";1442
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";1392
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";1379
"5435 Nordkapp (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";1400
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";986
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";918
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";875
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";880
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";413
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";387
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";373
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";361
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";573
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";531
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";502
"5435 Nordkapp (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";519
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";935
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";919
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";925
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";938
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";401
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";385
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";386
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";392
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";534
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";534
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";539
"5435 Nordkapp (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";546
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";124
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";128
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";127
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";132
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";43
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";45
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";44
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";46
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";81
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";83
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";83
"5435 Nordkapp (2020-2023)";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";86
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";472
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";475
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";472
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";468
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";290
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";300
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";292
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";301
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";182
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";175
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";180
"5435 Nordkapp (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";167
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";127
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";134
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";144
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";157
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";70
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";78
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";81
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";87
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";57
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";56
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";63
"5435 Nordkapp (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";70
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";19
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";16
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";18
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";18
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";4
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";3
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";6
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";6
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";15
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";13
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";12
"5435 Nordkapp (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";12
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";3360
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";3338
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";3284
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";3331
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";1616
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";1602
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";1596
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";1595
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";1744
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";1736
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";1688
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";1736
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";1001
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";965
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";939
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";921
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";415
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";411
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";401
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";383
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";586
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";554
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";538
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";538
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";1330
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";1330
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";1302
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";1311
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";588
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";573
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";567
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";560
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";742
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";757
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";735
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";751
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";130
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";142
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";141
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";145
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";38
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";41
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";42
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";45
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";92
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";101
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";99
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";100
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";724
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";723
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";723
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";769
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";483
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";479
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";485
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";504
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";241
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";244
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";238
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";265
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";153
